za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1;V2;V3;V4;V5;V6;V7_1;V7_2;V7_3;V7_4;V7_5;V7_6;V7_7;V7_8;V10_1;V10_2;V10_3;V10_4;V10_5;V12_1;V12_2;V12_3;V12_4;V12_5;V12_6
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;28515958;,125869;2015/05/13;100000 bis 500000;Saarland;West;w;60;Studium;ja;zwei;zwei;würde nicht wählen;ja;3000 bis unter 3500;Festnetz;mehr;so viel tun, wie bisher;weiß nicht, keine Angabe;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;sehr gut;nein;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;habe gemacht;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;28535277;,138141;2015/05/13;100000 bis 500000;Saarland;West;w;50;Studium;ja;zwei;zwei;SPD;ja;4000 bis unter 5000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;weiß nicht, keine Angabe;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;weiß nicht, keine Angabe;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;habe gemacht;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;29264222;1,701888;2015/05/13;500000 und mehr;Berlin;West;m;63;Volks-, Hauptschule;ja;eine Person;eine Person; ;nein;2000 bis unter 2500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;29283545;,29216;2015/05/13;500000 und mehr;Berlin;West;w;16;Mittlerer Bildungsabschl;nein;fuenf und mehr;zwei; ;nein;keine Angabe;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;nein;stimme eher zu;stimme gar nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;29286201;,523171;2015/05/13;500000 und mehr;Berlin;West;w;42;Abitur;nein;vier;vier;weiß nicht, keine Angabe;ja;3000 bis unter 3500;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;29943755;,597914;2015/05/13;500000 und mehr;Berlin;Ost;m;71;Studium;nein;zwei;zwei;SPD;ja;2000 bis unter 2500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;ja;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;30322093;,492151;2015/05/13;100000 bis 500000;Brandenburg;Ost;m;81;Studium;nein;zwei;zwei;Die Linke;ja;1500 bis unter 2000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;30648656;,229093;2015/05/13;500000 und mehr;Brandenburg;Ost;m;75;Studium;ja;zwei;zwei; ;nein;3500 bis unter 4000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;sehr gut;ja;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;habe gemacht;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;30666356;,564365;2015/05/13;bis 2000;Brandenburg;Ost;m;67;Mittlerer Bildungsabschl;nein;zwei;zwei;CDU/CSU;ja;2000 bis unter 2500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;nein;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;30800732;1,632992;2015/05/13;500000 und mehr;Brandenburg;Ost;w;55;Volks-, Hauptschule;ja;zwei;eine Person;SPD;ja;2000 bis unter 2500;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher schlecht;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;30923158;,512295;2015/05/13;500000 und mehr;Brandenburg;Ost;m;64;Studium;nein;zwei;zwei;SPD;ja;3500 bis unter 4000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;ja;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;30959293;,484059;2015/05/13;50000 bis 100000;Brandenburg;Ost;m;52;Mittlerer Bildungsabschl;ja;drei;zwei;CDU/CSU;ja;1000 bis unter 1500;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;nein;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31305771;,32044;2015/05/13;100000 bis 500000;Mecklenburg-Vorpommern;Ost;w;65;Studium;nein;zwei;zwei;SPD;ja;2000 bis unter 2500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31344120;,860683;2015/05/13;100000 bis 500000;Mecklenburg-Vorpommern;Ost;m;82;Studium;nein;zwei;zwei;CDU/CSU;ja;500 bis unter 1000;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31380998;1,264151;2015/05/13;5000 bis 20000;Mecklenburg-Vorpommern;Ost;m;61;Mittlerer Bildungsabschl;nein;zwei;zwei;SPD;ja;2000 bis unter 2500;Festnetz;weniger;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31473036;1,258421;2015/05/13;100000 bis 500000;Mecklenburg-Vorpommern;Ost;w;84;Volks-, Hauptschule;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;500 bis unter 1000;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31630270;,339258;2015/05/13;50000 bis 100000;Mecklenburg-Vorpommern;Ost;m;16;Schüler;nein;fuenf und mehr;vier; ;nein;5000 Euro und mehr;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31800631;,46765;2015/05/13;bis 2000;Mecklenburg-Vorpommern;Ost;w;59;Mittlerer Bildungsabschl;ja;eine Person;eine Person;SPD;ja;500 bis unter 1000;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31908897;1,07705;2015/05/13;100000 bis 500000;Sachsen;Ost;m;38;Studium;nein;zwei;zwei;sonstige;ja;2000 bis unter 2500;Festnetz;mehr;weniger tun;weiß nicht, keine Angabe;ihre gemeinsame Asylpolitik überarbeiten;weiß nicht, keine Angabe;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht, keine Angabe;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32105517;,376398;2015/05/13;100000 bis 500000;Sachsen;Ost;m;79;Abitur;nein;zwei;zwei; ;nein;500 bis unter 1000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32461878;,489598;2015/05/13;500000 und mehr;Sachsen;Ost;w;74;Studium;nein;zwei;zwei;SPD;ja;1500 bis unter 2000;Festnetz;mehr;mehr tun;weiß nicht, keine Angabe;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;weiß nicht, keine Angabe;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32481493;,190005;2015/05/13;500000 und mehr;Sachsen;Ost;m;64;Studium;ja;zwei;zwei;Bündnis `90, Die Grünen;ja;keine Angabe;Festnetz;weniger;mehr tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32518222;,342516;2015/05/13;500000 und mehr;Sachsen;Ost;w;70;Mittlerer Bildungsabschl;nein;eine Person;eine Person;CDU/CSU;ja;500 bis unter 1000;Festnetz;weiß nicht, keine Angabe;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;weiß nicht, keine Angabe;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32600966;,382433;2015/05/13;500000 und mehr;Sachsen;Ost;m;50;Studium;ja;vier;vier;Die Linke;ja;3500 bis unter 4000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32661000;1,590797;2015/05/13;50000 bis 100000;Sachsen;Ost;m;38;Mittlerer Bildungsabschl;ja;drei;drei;würde nicht wählen;ja;3500 bis unter 4000;Festnetz;mehr;weniger tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32759676;,5058;2015/05/13;20000 bis 50000;Sachsen;Ost;w;63;Mittlerer Bildungsabschl;nein;zwei;zwei;Die Linke;ja;1500 bis unter 2000;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;nein;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32919273;1,227458;2015/05/13;5000 bis 20000;Sachsen;Ost;w;84;Volks-, Hauptschule;nein;eine Person;eine Person;Die Linke;ja;500 bis unter 1000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme voll und ganz zu;stimme eher nicht zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33086241;,059722;2015/05/13;500000 und mehr;Sachsen;Ost;m;73;Studium;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;1000 bis unter 1500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;habe gemacht;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33138901;,489598;2015/05/13;500000 und mehr;Sachsen;Ost;w;81;Studium;nein;zwei;zwei;Die Linke;ja;1500 bis unter 2000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33218698;,777948;2015/05/13;500000 und mehr;Sachsen;Ost;w;70;Mittlerer Bildungsabschl;nein;zwei;zwei;weiß nicht, keine Angabe;ja;2000 bis unter 2500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;weiß nicht, keine Angabe;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33291858;,2434;2015/05/13;20000 bis 50000;Sachsen;Ost;w;52;Studium;ja;drei;zwei;weiß nicht, keine Angabe;ja;1000 bis unter 1500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33572106;,137363;2015/05/13;20000 bis 50000;Sachsen-Anhalt;Ost;w;49;Studium;ja;vier;zwei; ;nein;3500 bis unter 4000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33619160;,500556;2015/05/13;50000 bis 100000;Sachsen-Anhalt;Ost;m;71;Studium;ja;zwei;zwei;Die Linke;ja;1500 bis unter 2000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
