za_nr;version;doi;lfd;gewicht;q1;q2;q3;q4;q5;q6;q7;q8;q9;q9_00;q9_01;q9_02;q9_03;q9_04;q9_05;q9_06;q9_07;q9_99;q10;q11;q11_00;q11_01;q11_02;q11_03;q11_04;q11_05;q11_06;q11_07;q11_08;q11_09;q11_10;q11_12;q11_13;q11_14;q11_15;q11_16;q11_17;q11_18;q11_19;q11_20;q11_98;q11_99;q12a;q12b;q13;q14a;q14b;q14c;q14d;q14e;q14f;q14g;q14h;q15a;q15b;q15c;q15d;q15e;q16a;q16b;q16c;q16d;q16e;q17;q18;q19;q20;q21;q22;q23;q24;q25a;q25b;q25c;q25d;q25e;q26;q27a;q27b;q27c;q27d;q27e;q27f;q27g;q27aa;q27ab;q27ac;q27ad;q27ae;q27af;q27ag;q27ah;q27ai;q27ak;q28;q29m01;q29m02;q29m03;q30;q31;s1;s2;s3;s4;s4a;s4b;s5;s5a;s5b;s6;s7;s8;gkbik;gkpol;land
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;11;1,84868615710499;sehr wichtiges Thema;sich nicht wesentlich verändern;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;nein;... einen (ambulanten) Pflegedienst;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;großes Vertrauen;weiß nicht;weiß nicht;etwas Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;gar nicht;kann ich nicht beurteilen/ weiß nicht;Nein, ist nicht gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;weiß nicht;stimme überhaupt nicht zu;stimme eher nicht zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher zufrieden;Unterschicht;weiblich;77;keine Angabe;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Verwitwet;bis unter 500 Euro;keine Angabe;500000 und mehr Einwohner / Strukturtyp 2/3;50000 bis unter 100000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;12;,366945591048414;wichtiges Thema;gewinnen;gut;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;02,04,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher schlecht;07,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... eine eigene Pflegekraft;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;eher zufrieden;teils /teils;teils /teils;eher unzufrieden;eher unzufrieden;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;richtig;stimme voll und ganz zu;stimme eher zu;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;sehr unzufrieden;Mittelschicht;weiblich;50;Abitur;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;1;1;0;Ledig und allein lebend;von 2.000 bis unter 2.500 Euro;keine Partei / weiß nicht;500000 und mehr Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Rheinland-Pfalz
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;13;2,12601578098847;sehr wichtiges Thema;gewinnen;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... ein Pflegeheim;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;etwas Vertrauen;großes Vertrauen;großes Vertrauen;großes Vertrauen;kein Vertrauen;Filter;Filter;Filter;Filter;Filter;nicht so gut;eher gute Sache;weiß nicht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;nein;Filter;Filter;Filter;eher zufrieden;Arbeiterschicht;männlich;54;Hauptschule mit Lehre;ja;Facharbeiter(in), Meister(in), Polier(in);Filter;2;2;0;Verheiratet;von 1.250 bis unter 1.500 Euro;keine Partei / weiß nicht;5000 bis unter 20000 Einwohner;5000 bis unter 20000 Einwohner;Sachsen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;14;1,02450489905541;nicht so wichtiges Thema;gewinnen;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;nein;... Familie/Verwandte;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;nicht so gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;sehr unzufrieden;Mittelschicht;männlich;40;Mittlere Reife;ja;Facharbeiter(in), Meister(in), Polier(in);Filter;1;1;0;Ledig und allein lebend;von 2.000 bis unter 2.500 Euro;SPD;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;15;1,01115638677588;wichtiges Thema;gewinnen;gut;Ja;mehrere Personen;In einem anderen Privathaushalt;Ja, Pflegestufe beantragt;weiß nicht;02,06,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... Familie/Verwandte;stimme eher nicht zu;weiß nicht;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;weiß nicht;eher zufrieden;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;sehr gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;ja;Filter;Filter;Filter;eher zufrieden;Mittelschicht;weiblich;42;Mittlere Reife;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;4;2;2;Verheiratet;keine Angabe;keine Angabe;100000 bis unter 500000 Einwohner / Strukturtyp 1;50000 bis unter 100000 Einwohner;Baden-Württemberg
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;16;1,35855394536114;wichtiges Thema;gewinnen;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... ein Pflegeheim;stimme eher zu;weiß nicht;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher zu;stimme voll und ganz zu;etwas Vertrauen;etwas Vertrauen;großes Vertrauen;großes Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;nein;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;männlich;26;Hauptschule mit Lehre;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;1;1;0;Ledig und allein lebend;von 1.500 bis unter 2.000 Euro;keine Angabe;100000 bis unter 500000 Einwohner / Strukturtyp 1;50000 bis unter 100000 Einwohner;Schleswig-Holstein
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;17;1,50831503389967;sehr wichtiges Thema;gewinnen;gut;Ja;eine Person;In einer Pflegeeinrichtung (auch Krankenhaus, Hospiz);Ja, Pflegestufe beantragt;Pflegestufe 3;05,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... eine eigene Pflegekraft;weiß nicht;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;großes Vertrauen;großes Vertrauen;großes Vertrauen;großes Vertrauen;großes Vertrauen;eher zufrieden;eher zufrieden;eher zufrieden;eher zufrieden;eher zufrieden;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;weiß nicht / kein Urteil;obere Mittelschicht;weiblich;87;Hauptschule mit Lehre;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Verwitwet;von 2.000 bis unter 2.500 Euro;SPD;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;18;4,76436308611466;wichtiges Thema;gewinnen;gut;Ja;mehrere Personen;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;weiß nicht;04,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;sehr gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... Familie/Verwandte;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;keine Bewertung möglich;keine Bewertung möglich;eher zufrieden;keine Bewertung möglich;teils /teils;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Privat krankenversichert;nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher zufrieden;obere Mittelschicht;weiblich;18;Abitur;nein (auch arbeitslos, Azubi);Filter;Schüler(in), Student(in);4;3;0;Ledig und allein lebend;keine Angabe;CDU/CSU;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Berlin
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;19;,826379381672547;sehr wichtiges Thema;gewinnen;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... eine eigene Pflegekraft;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;etwas Vertrauen;großes Vertrauen;großes Vertrauen;kein Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gar nicht;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;nein;Filter;Filter;Filter;eher unzufrieden;Arbeiterschicht;weiblich;45;Mittlere Reife;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;3;2;1;Geschieden;von 1.250 bis unter 1.500 Euro;SPD;5000 bis unter 20000 Einwohner;5000 bis unter 20000 Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;20;,976475485141372;wichtiges Thema;gewinnen;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... Freunde/Bekannte;stimme überhaupt nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;etwas Vertrauen;etwas Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher schlechte Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme eher zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;eher unzufrieden;untere Mittelschicht;weiblich;45;Abitur;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;6;3;3;Verheiratet;von 3.000 bis unter 3.500 Euro;Bündnis '90 / Die Grünen;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;5000 bis unter 20000 Einwohner;Mecklenburg-Vorpommern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;21;,411331777147129;nicht so wichtiges Thema;gewinnen;schlecht;Ja;eine Person;In einer Pflegeeinrichtung (auch Krankenhaus, Hospiz);Ja, Pflegestufe beantragt;Pflegestufe 3;05,02,06,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Genannt;Genannt;Nicht genannt;Nicht genannt;eher schlecht;98,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Filter;Filter;... einen (ambulanten) Pflegedienst;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;großes Vertrauen;eher zufrieden;teils /teils;keine Bewertung möglich;keine Bewertung möglich;eher zufrieden;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;richtig;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Arbeiterschicht;männlich;47;Studium;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;1;1;0;Ledig und allein lebend;von 2.000 bis unter 2.500 Euro;Piratenpartei;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;22;1,72277380797383;wichtiges Thema;gewinnen;weniger gut;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;01,;Nicht gefiltert;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;sehr gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;ja, unter gewissen Umständen;Filter;... einen (ambulanten) Pflegedienst;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;großes Vertrauen;keine Angabe;weiß nicht;etwas Vertrauen;großes Vertrauen;eher zufrieden;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;eher zufrieden;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Mehr Unterstützung/ Beratung/ Anlauf- bzw. Beratungsstellen/;Filter;Filter;eher zufrieden;Arbeiterschicht;weiblich;52;Hauptschule mit Lehre;nein (auch arbeitslos, Azubi);Filter;arbeitslos;2;2;0;Ledig und allein lebend;von 1.000 bis unter 1.250 Euro;keine Partei / weiß nicht;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Bayern
